,qseqid,qstart,qend,qlen,sseqid,sstart,send,length,gaps,nident,aligned_pairs,query_coverage,percent_identity
699,NZ_LR134333.1.547,32,1019,1020,NZ_LR134215.1,524466,525452,989,3,763,986,0.9666666666666667,0.7480392156862745
4594,NZ_LR134333.1.5470,1,907,1020,NZ_LR134215.1,3655030,3655937,908,1,737,907,0.8892156862745098,0.7225490196078431
4596,NZ_LR134333.1.5472,12,1020,1020,NZ_LR134215.1,3657012,3658020,1010,2,816,1008,0.9882352941176471,0.8
4597,NZ_LR134333.1.5473,6,1020,1020,NZ_LR134215.1,3658026,3659043,1022,11,740,1011,0.9911764705882353,0.7254901960784313
4598,NZ_LR134333.1.5474,5,951,1020,NZ_LR134215.1,3659048,3659994,952,10,678,942,0.9235294117647059,0.6647058823529411
4599,NZ_LR134333.1.5475,1,1020,1020,NZ_LR134215.1,3660064,3661086,1024,5,726,1019,0.9990196078431373,0.711764705882353
4600,NZ_LR134333.1.5476,4,1020,1020,NZ_LR134215.1,3661090,3662106,1020,6,763,1014,0.9941176470588236,0.7480392156862745
4605,NZ_LR134333.1.5479,1,912,1020,NZ_LR134215.1,3664344,3665255,912,0,739,912,0.8941176470588236,0.7245098039215686
4609,NZ_LR134333.1.5481,4,938,1020,NZ_LR134215.1,3666960,3667904,952,24,698,928,0.9098039215686274,0.6843137254901961
4613,NZ_LR134333.1.5486,15,1020,1020,NZ_LR134215.1,3668726,3669728,1017,25,734,992,0.9725490196078431,0.7196078431372549
4614,NZ_LR134333.1.5487,9,1019,1020,NZ_LR134215.1,3669737,3670739,1020,26,760,994,0.9745098039215686,0.7450980392156863
4615,NZ_LR134333.1.5488,146,1020,1020,NZ_LR134215.1,3670820,3671694,875,0,697,875,0.8578431372549019,0.6833333333333333
4616,NZ_LR134333.1.5489,2,1019,1020,NZ_LR134215.1,3671696,3672738,1070,79,774,991,0.9715686274509804,0.7588235294117647
702,NZ_LR134333.1.549,57,901,1020,NZ_LR134215.1,526542,527386,854,18,581,836,0.8196078431372549,0.5696078431372549
4618,NZ_LR134333.1.5491,146,1020,1020,NZ_LR134215.1,3673942,3674802,886,36,647,850,0.8333333333333334,0.634313725490196
4619,NZ_LR134333.1.5492,3,1019,1020,NZ_LR134215.1,3674805,3675839,1043,34,838,1009,0.9892156862745098,0.8215686274509804
4620,NZ_LR134333.1.5493,1,1018,1020,NZ_LR134215.1,3675841,3676860,1020,2,927,1018,0.9980392156862745,0.9088235294117647
4623,NZ_LR134333.1.5495,2,867,1020,NZ_LR134215.1,1588886,1588021,866,0,669,866,0.8490196078431372,0.6558823529411765
156,NZ_LR134333.1.55,35,1005,1020,NZ_LR134215.1,3872346,3873317,974,5,755,969,0.95,0.7401960784313726
703,NZ_LR134333.1.550,3,1018,1020,NZ_LR134215.1,527508,528523,1043,54,697,989,0.9696078431372549,0.6833333333333333
4625,NZ_LR134333.1.5504,215,1002,1020,NZ_LR134215.1,3679159,3679946,794,12,572,782,0.7666666666666667,0.5607843137254902
4626,NZ_LR134333.1.5505,10,750,1020,NZ_LR134215.1,3679974,3680726,758,22,545,736,0.7215686274509804,0.5343137254901961
4627,NZ_LR134333.1.5506,238,966,1020,NZ_LR134215.1,3680836,3681564,729,0,608,729,0.7147058823529412,0.596078431372549
4628,NZ_LR134333.1.5507,33,1012,1020,NZ_LR134215.1,3681635,3682620,999,32,754,967,0.9480392156862745,0.7392156862745098
4629,NZ_LR134333.1.5508,3,1020,1020,NZ_LR134215.1,3682631,3683648,1018,0,814,1018,0.9980392156862745,0.7980392156862746
4630,NZ_LR134333.1.5509,1,915,1020,NZ_LR134215.1,3683649,3684562,918,7,708,911,0.8931372549019608,0.6941176470588235
4631,NZ_LR134333.1.5510,41,1020,1020,NZ_LR134215.1,3684767,3685746,980,0,841,980,0.9607843137254902,0.8245098039215686
4633,NZ_LR134333.1.5512,1,998,1020,NZ_LR134215.1,3686508,3687493,999,14,800,985,0.9656862745098039,0.7843137254901961
4634,NZ_LR134333.1.5513,27,946,1020,NZ_LR134215.1,3687551,3688470,923,6,763,917,0.8990196078431373,0.7480392156862745
4635,NZ_LR134333.1.5514,3,1020,1020,NZ_LR134215.1,3688547,3689569,1029,17,796,1012,0.9921568627450981,0.7803921568627451
4636,NZ_LR134333.1.5515,2,1019,1020,NZ_LR134215.1,3689571,3690601,1034,19,844,1015,0.9950980392156863,0.8274509803921568
4637,NZ_LR134333.1.5516,3,1002,1020,NZ_LR134215.1,3690605,3691616,1014,16,796,998,0.9784313725490196,0.7803921568627451
4638,NZ_LR134333.1.5517,58,1011,1020,NZ_LR134215.1,3691689,3692588,974,94,654,880,0.8627450980392157,0.6411764705882353
4639,NZ_LR134333.1.5518,12,1018,1020,NZ_LR134215.1,3692609,3693623,1021,20,776,1001,0.9813725490196078,0.7607843137254902
705,NZ_LR134333.1.552,1,785,1020,NZ_LR134215.1,529553,530337,791,12,529,779,0.7637254901960784,0.5186274509803922
4641,NZ_LR134333.1.5520,103,1012,1020,NZ_LR134215.1,3694784,3695690,913,9,642,904,0.8862745098039215,0.6294117647058823
4642,NZ_LR134333.1.5521,10,1020,1020,NZ_LR134215.1,3695708,3696718,1022,22,683,1000,0.9803921568627451,0.6696078431372549
4643,NZ_LR134333.1.5522,6,1020,1020,NZ_LR134215.1,3696724,3697738,1017,4,760,1013,0.9931372549019608,0.7450980392156863
4655,NZ_LR134333.1.5525,1,1004,1020,NZ_LR134215.1,3698857,3699878,1023,20,795,1003,0.9833333333333333,0.7794117647058824
4656,NZ_LR134333.1.5526,15,1020,1020,NZ_LR134215.1,3699909,3700922,1024,28,787,996,0.9764705882352941,0.7715686274509804
4657,NZ_LR134333.1.5527,1,1003,1020,NZ_LR134215.1,3700923,3701935,1022,28,719,994,0.9745098039215686,0.7049019607843138
4658,NZ_LR134333.1.5528,6,1010,1020,NZ_LR134215.1,3701961,3702965,1006,2,773,1004,0.984313725490196,0.7578431372549019
4659,NZ_LR134333.1.5529,1,1018,1020,NZ_LR134215.1,3702976,3703996,1026,13,780,1013,0.9931372549019608,0.7647058823529411
4660,NZ_LR134333.1.5530,4,725,1020,NZ_LR134215.1,3704002,3704723,722,0,570,722,0.707843137254902,0.5588235294117647
4663,NZ_LR134333.1.5531,6,944,1020,NZ_LR134215.1,3705156,3706094,940,2,755,938,0.9196078431372549,0.7401960784313726
4664,NZ_LR134333.1.5532,102,1020,1020,NZ_LR134215.1,3706300,3707218,919,0,771,919,0.9009803921568628,0.7558823529411764
4666,NZ_LR134333.1.5533,1,1020,1020,NZ_LR134215.1,3707219,3708238,1020,0,854,1020,1.0,0.8372549019607843
4667,NZ_LR134333.1.5534,1,1017,1020,NZ_LR134215.1,3708239,3709255,1017,0,839,1017,0.9970588235294118,0.8225490196078431
4670,NZ_LR134333.1.5537,1,1006,1020,NZ_LR134215.1,3710663,3711666,1010,10,791,1000,0.9803921568627451,0.7754901960784314
4673,NZ_LR134333.1.5550,1,1020,1020,NZ_LR134215.1,3712714,3713735,1026,10,900,1016,0.996078431372549,0.8823529411764706
4674,NZ_LR134333.1.5551,1,1020,1020,NZ_LR134215.1,3713736,3714752,1021,5,900,1016,0.996078431372549,0.8823529411764706
4675,NZ_LR134333.1.5552,1,1002,1020,NZ_LR134215.1,3714753,3715771,1035,49,759,986,0.9666666666666667,0.7441176470588236
4676,NZ_LR134333.1.5553,26,1016,1020,NZ_LR134215.1,3715815,3716822,1019,39,740,980,0.9607843137254902,0.7254901960784313
4677,NZ_LR134333.1.5554,164,1020,1020,NZ_LR134215.1,3716983,3717839,863,12,686,851,0.8343137254901961,0.6725490196078432
4678,NZ_LR134333.1.5555,1,1020,1020,NZ_LR134215.1,3717840,3718858,1029,19,836,1010,0.9901960784313726,0.8196078431372549
4679,NZ_LR134333.1.5556,1,1020,1020,NZ_LR134215.1,3718859,3719878,1021,2,829,1019,0.9990196078431373,0.8127450980392157
4680,NZ_LR134333.1.5557,1,909,1020,NZ_LR134215.1,3719879,3720809,943,46,651,897,0.8794117647058823,0.638235294117647
4681,NZ_LR134333.1.5558,60,1020,1020,NZ_LR134215.1,3720905,3721868,972,19,725,953,0.9343137254901961,0.7107843137254902
4682,NZ_LR134333.1.5559,46,825,1020,NZ_LR134215.1,3721914,3722708,803,31,552,772,0.7568627450980392,0.5411764705882353
710,NZ_LR134333.1.558,15,1019,1020,NZ_LR134215.1,155903,156880,1015,47,668,968,0.9490196078431372,0.6549019607843137
4691,NZ_LR134333.1.5613,53,1010,1020,NZ_LR134215.1,1161626,1160656,977,25,706,952,0.9333333333333333,0.692156862745098
4693,NZ_LR134333.1.5617,136,1016,1020,NZ_LR134215.1,1564688,1565565,882,5,690,877,0.8598039215686275,0.6764705882352942
714,NZ_LR134333.1.563,1,1019,1020,NZ_LR134215.1,160966,161984,1022,6,803,1016,0.996078431372549,0.7872549019607843
4697,NZ_LR134333.1.5631,74,1015,1020,NZ_LR134215.1,692799,693764,966,24,692,942,0.9235294117647059,0.6784313725490196
4698,NZ_LR134333.1.5632,1,1000,1020,NZ_LR134215.1,693770,694760,1005,19,734,986,0.9666666666666667,0.7196078431372549
4699,NZ_LR134333.1.5633,17,970,1020,NZ_LR134215.1,694797,695744,963,24,715,939,0.9205882352941176,0.7009803921568627
4700,NZ_LR134333.1.5634,1,1020,1020,NZ_LR134215.1,695795,696805,1021,11,787,1010,0.9901960784313726,0.7715686274509804
4701,NZ_LR134333.1.5635,1,897,1020,NZ_LR134215.1,696806,697714,910,14,690,896,0.8784313725490196,0.6764705882352942
4703,NZ_LR134333.1.5637,103,1020,1020,NZ_LR134215.1,3743878,3744795,918,0,778,918,0.9,0.7627450980392156
4705,NZ_LR134333.1.5638,1,1016,1020,NZ_LR134215.1,3744796,3745811,1018,4,849,1014,0.9941176470588236,0.8323529411764706
716,NZ_LR134333.1.564,205,1014,1020,NZ_LR134215.1,162190,162956,817,57,535,760,0.7450980392156863,0.5245098039215687
4711,NZ_LR134333.1.5642,1,1020,1020,NZ_LR134215.1,3748680,3749699,1022,4,835,1018,0.9980392156862745,0.8186274509803921
4712,NZ_LR134333.1.5643,15,953,1020,NZ_LR134215.1,3749714,3750652,940,2,766,938,0.9196078431372549,0.7509803921568627
4713,NZ_LR134333.1.5644,97,1019,1020,NZ_LR134215.1,3750809,3751743,937,16,718,921,0.9029411764705882,0.703921568627451
4714,NZ_LR134333.1.5645,1,1020,1020,NZ_LR134215.1,3751745,3752764,1020,0,845,1020,1.0,0.8284313725490197
717,NZ_LR134333.1.565,2,1006,1020,NZ_LR134215.1,162964,163968,1010,10,709,1000,0.9803921568627451,0.6950980392156862
4715,NZ_LR134333.1.5652,137,1018,1020,NZ_LR134215.1,3752832,3753728,898,17,684,881,0.8637254901960785,0.6705882352941176
4716,NZ_LR134333.1.5653,1,1019,1020,NZ_LR134215.1,3753731,3754750,1026,13,748,1013,0.9931372549019608,0.7333333333333333
4717,NZ_LR134333.1.5654,299,1020,1020,NZ_LR134215.1,3754945,3755666,726,8,546,718,0.703921568627451,0.5352941176470588
4718,NZ_LR134333.1.5655,2,931,1020,NZ_LR134215.1,3755668,3756597,930,0,740,930,0.9117647058823529,0.7254901960784313
4719,NZ_LR134333.1.5656,51,1020,1020,NZ_LR134215.1,3756778,3757747,970,0,807,970,0.9509803921568627,0.7911764705882353
4721,NZ_LR134333.1.5658,94,1014,1020,NZ_LR134215.1,3758788,3759713,952,57,661,895,0.8774509803921569,0.6480392156862745
718,NZ_LR134333.1.566,4,1007,1020,NZ_LR134215.1,163986,164975,1014,34,696,980,0.9607843137254902,0.6823529411764706
4724,NZ_LR134333.1.5663,249,1018,1020,NZ_LR134215.1,3274943,3275700,784,40,511,744,0.7294117647058823,0.5009803921568627
4725,NZ_LR134333.1.5664,3,1009,1020,NZ_LR134215.1,3275705,3276711,1020,26,674,994,0.9745098039215686,0.6607843137254902
4726,NZ_LR134333.1.5666,284,1013,1020,NZ_LR134215.1,1436554,1437271,730,12,534,718,0.703921568627451,0.5235294117647059
4727,NZ_LR134333.1.5667,1,1020,1020,NZ_LR134215.1,1437279,1438298,1032,24,764,1008,0.9882352941176471,0.7490196078431373
719,NZ_LR134333.1.567,14,1019,1020,NZ_LR134215.1,165002,166007,1033,54,665,979,0.9598039215686275,0.6519607843137255
4730,NZ_LR134333.1.5671,1,1020,1020,NZ_LR134215.1,3768657,3769755,1104,89,861,1015,0.9950980392156863,0.8441176470588235
4732,NZ_LR134333.1.5672,1,1020,1020,NZ_LR134215.1,3769756,3770775,1023,6,835,1017,0.9970588235294118,0.8186274509803921
4733,NZ_LR134333.1.5673,2,1020,1020,NZ_LR134215.1,3770777,3771795,1020,2,844,1018,0.9980392156862745,0.8274509803921568
4737,NZ_LR134333.1.5677,1,1018,1020,NZ_LR134215.1,3775970,3776987,1026,16,761,1010,0.9901960784313726,0.746078431372549
4739,NZ_LR134333.1.5679,7,1020,1020,NZ_LR134215.1,3777266,3778279,1014,0,779,1014,0.9941176470588236,0.7637254901960784
4740,NZ_LR134333.1.5680,198,1020,1020,NZ_LR134215.1,3778417,3779239,824,2,682,822,0.8058823529411765,0.6686274509803921
4744,NZ_LR134333.1.5681,13,1013,1020,NZ_LR134215.1,3779252,3780330,1080,80,762,1000,0.9803921568627451,0.7470588235294118
4747,NZ_LR134333.1.5683,32,1020,1020,NZ_LR134215.1,3781193,3782205,1018,34,736,984,0.9647058823529412,0.7215686274509804
4748,NZ_LR134333.1.5684,1,934,1020,NZ_LR134215.1,3782206,3783115,943,42,674,901,0.8833333333333333,0.6607843137254902
4750,NZ_LR134333.1.5686,73,1019,1020,NZ_LR134215.1,3783770,3784716,949,4,709,945,0.9264705882352942,0.6950980392156862
4751,NZ_LR134333.1.5687,4,1020,1020,NZ_LR134215.1,3784721,3785752,1032,15,800,1017,0.9970588235294118,0.7843137254901961
4754,NZ_LR134333.1.5689,2,1020,1020,NZ_LR134215.1,3786875,3787893,1019,0,852,1019,0.9990196078431373,0.8352941176470589
720,NZ_LR134333.1.569,16,789,1020,NZ_LR134215.1,166897,167673,786,21,531,765,0.75,0.5205882352941177
4755,NZ_LR134333.1.5690,1,999,1020,NZ_LR134215.1,3787894,3788892,1003,8,789,995,0.9754901960784313,0.7735294117647059
4756,NZ_LR134333.1.5691,96,1020,1020,NZ_LR134215.1,3788978,3789901,926,3,719,923,0.9049019607843137,0.7049019607843138
4757,NZ_LR134333.1.5692,13,1015,1020,NZ_LR134215.1,3789914,3790907,1024,51,699,973,0.953921568627451,0.6852941176470588
4758,NZ_LR134333.1.5693,1,990,1020,NZ_LR134215.1,3790913,3791944,1040,58,741,982,0.9627450980392157,0.7264705882352941
4759,NZ_LR134333.1.5694,107,954,1020,NZ_LR134215.1,3792120,3792958,852,17,683,835,0.8186274509803921,0.6696078431372549
4760,NZ_LR134333.1.5695,4,1019,1020,NZ_LR134215.1,3792971,3793986,1016,0,840,1016,0.996078431372549,0.8235294117647058
4764,NZ_LR134333.1.5698,1,1019,1020,NZ_LR134215.1,3795974,3796992,1021,4,793,1017,0.9970588235294118,0.7774509803921569
158,NZ_LR134333.1.57,124,1019,1020,NZ_LR134215.1,3874040,3874940,902,7,703,895,0.8774509803921569,0.6892156862745098
721,NZ_LR134333.1.570,16,997,1020,NZ_LR134215.1,167920,168874,985,33,718,952,0.9333333333333333,0.703921568627451
4769,NZ_LR134333.1.5701,52,1020,1020,NZ_LR134215.1,125942,124971,975,9,698,966,0.9470588235294117,0.6843137254901961
4774,NZ_LR134333.1.5707,155,1020,1020,NZ_LR134215.1,3799547,3800412,866,0,728,866,0.8490196078431372,0.7137254901960784
4775,NZ_LR134333.1.5708,1,860,1020,NZ_LR134215.1,3800413,3801270,861,4,708,857,0.8401960784313726,0.6941176470588235
4776,NZ_LR134333.1.5709,116,1020,1020,NZ_LR134215.1,3801390,3802233,921,93,619,828,0.8117647058823529,0.6068627450980392
4777,NZ_LR134333.1.5710,14,860,1020,NZ_LR134215.1,3802247,3803093,847,0,675,847,0.8303921568627451,0.6617647058823529
4780,NZ_LR134333.1.5716,25,819,1020,NZ_LR134215.1,3803359,3804153,797,4,632,793,0.7774509803921569,0.6196078431372549
4781,NZ_LR134333.1.5717,25,1013,1020,NZ_LR134215.1,3804289,3805321,1040,58,770,982,0.9627450980392157,0.7549019607843137
4786,NZ_LR134333.1.5728,4,1020,1020,NZ_LR134215.1,3806673,3807689,1018,2,803,1016,0.996078431372549,0.7872549019607843
725,NZ_LR134333.1.573,25,1020,1020,NZ_LR134215.1,170604,171609,1017,32,687,985,0.9656862745098039,0.6735294117647059
4789,NZ_LR134333.1.5730,1,1019,1020,NZ_LR134215.1,3808768,3809786,1019,0,842,1019,0.9990196078431373,0.8254901960784313
4790,NZ_LR134333.1.5731,1,1019,1020,NZ_LR134215.1,3809788,3810806,1019,0,869,1019,0.9990196078431373,0.8519607843137255
4791,NZ_LR134333.1.5732,1,1016,1020,NZ_LR134215.1,3810808,3811823,1018,4,819,1014,0.9941176470588236,0.8029411764705883
4792,NZ_LR134333.1.5733,1,1020,1020,NZ_LR134215.1,3811828,3812844,1030,23,798,1007,0.9872549019607844,0.7823529411764706
4794,NZ_LR134333.1.5735,85,1019,1020,NZ_LR134215.1,3813513,3814447,943,16,701,927,0.9088235294117647,0.6872549019607843
4795,NZ_LR134333.1.5736,12,1019,1020,NZ_LR134215.1,3814460,3815483,1025,18,812,1007,0.9872549019607844,0.796078431372549
4796,NZ_LR134333.1.5737,1,1019,1020,NZ_LR134215.1,3815485,3816454,1022,55,748,967,0.9480392156862745,0.7333333333333333
4797,NZ_LR134333.1.5738,1,1019,1020,NZ_LR134215.1,3816456,3817474,1022,6,814,1016,0.996078431372549,0.7980392156862746
726,NZ_LR134333.1.574,3,1018,1020,NZ_LR134215.1,171612,172627,1016,0,849,1016,0.996078431372549,0.8323529411764706
4800,NZ_LR134333.1.5740,1,833,1020,NZ_LR134215.1,3820551,3821387,840,10,604,830,0.8137254901960784,0.592156862745098
4802,NZ_LR134333.1.5741,63,1020,1020,NZ_LR134215.1,3821621,3822590,982,36,875,946,0.9274509803921569,0.8578431372549019
4812,NZ_LR134333.1.5742,1,1020,1020,NZ_LR134215.1,337797,336781,1023,9,970,1014,0.9941176470588236,0.9509803921568627
4820,NZ_LR134333.1.5743,1,104,104,NZ_LR134215.1,3862761,3862864,104,0,103,104,1.0,0.9903846153846154
729,NZ_LR134333.1.577,7,932,1020,NZ_LR134215.1,174545,175473,933,11,738,922,0.903921568627451,0.7235294117647059
159,NZ_LR134333.1.58,2,1019,1020,NZ_LR134215.1,3874943,3875960,1018,0,839,1018,0.9980392156862745,0.8225490196078431
730,NZ_LR134333.1.580,202,1017,1020,NZ_LR134215.1,175718,176533,821,10,620,811,0.7950980392156862,0.6078431372549019
731,NZ_LR134333.1.581,2,1020,1020,NZ_LR134215.1,176538,177541,1029,35,731,994,0.9745098039215686,0.7166666666666667
734,NZ_LR134333.1.587,1,1016,1020,NZ_LR134215.1,178721,179736,1028,24,785,1004,0.984313725490196,0.7696078431372549
160,NZ_LR134333.1.59,2,962,1020,NZ_LR134215.1,3875963,3876931,974,18,701,956,0.9372549019607843,0.6872549019607843
738,NZ_LR134333.1.591,3,896,1020,NZ_LR134215.1,187359,188255,897,3,696,894,0.8764705882352941,0.6823529411764706
739,NZ_LR134333.1.592,6,792,1020,NZ_LR134215.1,188401,189187,788,2,629,786,0.7705882352941177,0.6166666666666667
740,NZ_LR134333.1.593,71,1020,1020,NZ_LR134215.1,258074,257125,950,0,772,950,0.9313725490196079,0.7568627450980392
741,NZ_LR134333.1.594,1,1014,1020,NZ_LR134215.1,257124,256111,1014,0,878,1014,0.9941176470588236,0.8607843137254902
742,NZ_LR134333.1.595,1,1020,1020,NZ_LR134215.1,256105,255111,1029,43,779,986,0.9666666666666667,0.7637254901960784
743,NZ_LR134333.1.596,2,1020,1020,NZ_LR134215.1,255109,254091,1019,0,840,1019,0.9990196078431373,0.8235294117647058
744,NZ_LR134333.1.597,2,972,1020,NZ_LR134215.1,254089,253119,971,0,782,971,0.9519607843137254,0.7666666666666667
746,NZ_LR134333.1.599,3,1020,1020,NZ_LR134215.1,251969,250952,1018,0,787,1018,0.9980392156862745,0.7715686274509804
44,NZ_LR134333.1.6,1,1020,1020,NZ_LR134215.1,3828296,3829315,1021,2,831,1019,0.9990196078431373,0.8147058823529412
161,NZ_LR134333.1.60,10,1020,1020,NZ_LR134215.1,3876995,3878035,1049,46,753,1003,0.9833333333333333,0.7382352941176471
747,NZ_LR134333.1.600,1,1020,1020,NZ_LR134215.1,250951,249932,1027,14,782,1013,0.9931372549019608,0.7666666666666667
749,NZ_LR134333.1.602,8,894,1020,NZ_LR134215.1,247073,246187,901,28,644,873,0.8558823529411764,0.6313725490196078
750,NZ_LR134333.1.603,104,886,1020,NZ_LR134215.1,245948,245166,783,0,644,783,0.7676470588235295,0.6313725490196078
751,NZ_LR134333.1.604,160,1018,1020,NZ_LR134215.1,489074,489934,861,2,681,859,0.842156862745098,0.6676470588235294
754,NZ_LR134333.1.606,3,1020,1020,NZ_LR134215.1,189749,190766,1018,0,808,1018,0.9980392156862745,0.792156862745098
755,NZ_LR134333.1.607,1,1020,1020,NZ_LR134215.1,190767,191787,1021,1,862,1020,1.0,0.8450980392156863
162,NZ_LR134333.1.61,1,1018,1020,NZ_LR134215.1,3878036,3879023,1029,52,720,977,0.957843137254902,0.7058823529411765
760,NZ_LR134333.1.611,63,966,1020,NZ_LR134215.1,195097,196005,917,21,695,896,0.8784313725490196,0.6813725490196079
761,NZ_LR134333.1.612,137,1020,1020,NZ_LR134215.1,196193,197075,884,1,718,883,0.865686274509804,0.703921568627451
762,NZ_LR134333.1.613,106,1003,1020,NZ_LR134215.1,197182,198076,901,9,667,892,0.8745098039215686,0.653921568627451
163,NZ_LR134333.1.62,12,1020,1020,NZ_LR134215.1,3879037,3880046,1024,29,739,995,0.9754901960784313,0.7245098039215686
765,NZ_LR134333.1.623,97,1020,1020,NZ_LR134215.1,1912941,1912006,943,26,620,917,0.8990196078431373,0.6078431372549019
766,NZ_LR134333.1.624,1,1017,1020,NZ_LR134215.1,1912005,1910989,1032,30,781,1002,0.9823529411764705,0.765686274509804
767,NZ_LR134333.1.625,3,1019,1020,NZ_LR134215.1,1910983,1909967,1026,18,785,1008,0.9882352941176471,0.7696078431372549
768,NZ_LR134333.1.626,1,955,1020,NZ_LR134215.1,1909965,1909011,961,12,678,949,0.9303921568627451,0.6647058823529411
164,NZ_LR134333.1.63,2,1018,1020,NZ_LR134215.1,3880048,3881064,1017,0,833,1017,0.9970588235294118,0.8166666666666667
770,NZ_LR134333.1.630,44,1020,1020,NZ_LR134215.1,1476625,1477601,979,4,702,975,0.9558823529411765,0.6882352941176471
771,NZ_LR134333.1.631,1,1020,1020,NZ_LR134215.1,1477602,1478621,1020,0,772,1020,1.0,0.7568627450980392
772,NZ_LR134333.1.632,57,1020,1020,NZ_LR134215.1,1478687,1479650,977,26,685,951,0.9323529411764706,0.6715686274509803
773,NZ_LR134333.1.633,1,990,1020,NZ_LR134215.1,1479651,1480640,992,4,822,988,0.9686274509803922,0.8058823529411765
774,NZ_LR134333.1.634,10,1020,1020,NZ_LR134215.1,1480680,1481717,1038,27,706,1011,0.9911764705882353,0.692156862745098
775,NZ_LR134333.1.635,1,877,1020,NZ_LR134215.1,1481718,1482594,885,16,652,869,0.8519607843137255,0.6392156862745098
165,NZ_LR134333.1.64,64,1020,1020,NZ_LR134215.1,3881130,3882086,967,20,702,947,0.9284313725490196,0.6882352941176471
779,NZ_LR134333.1.640,43,868,1020,NZ_LR134215.1,198977,199804,837,20,644,817,0.8009803921568628,0.6313725490196078
781,NZ_LR134333.1.641,1,1016,1020,NZ_LR134215.1,199865,200822,1023,72,719,951,0.9323529411764706,0.7049019607843138
782,NZ_LR134333.1.642,189,1020,1020,NZ_LR134215.1,201028,201859,838,12,599,826,0.8098039215686275,0.5872549019607843
783,NZ_LR134333.1.643,23,1020,1020,NZ_LR134215.1,201882,202903,1056,92,674,964,0.9450980392156862,0.6607843137254902
785,NZ_LR134333.1.645,3,973,1020,NZ_LR134215.1,203900,204862,989,44,728,945,0.9264705882352942,0.7137254901960784
787,NZ_LR134333.1.647,3,1020,1020,NZ_LR134215.1,205983,207000,1018,0,852,1018,0.9980392156862745,0.8352941176470589
788,NZ_LR134333.1.648,165,1020,1020,NZ_LR134215.1,207177,208032,857,2,697,855,0.8382352941176471,0.6833333333333333
789,NZ_LR134333.1.649,1,1014,1020,NZ_LR134215.1,208033,209075,1048,39,838,1009,0.9892156862745098,0.8215686274509804
166,NZ_LR134333.1.65,1,1018,1020,NZ_LR134215.1,3882087,3883094,1025,24,765,1001,0.9813725490196078,0.75
792,NZ_LR134333.1.652,3,1010,1020,NZ_LR134215.1,339672,340676,1014,15,704,999,0.9794117647058823,0.6901960784313725
796,NZ_LR134333.1.655,1,723,1020,NZ_LR134215.1,209840,210568,729,6,599,723,0.7088235294117647,0.5872549019607843
799,NZ_LR134333.1.657,1,988,1020,NZ_LR134215.1,211564,212551,991,6,793,985,0.9656862745098039,0.7774509803921569
801,NZ_LR134333.1.658,15,1020,1020,NZ_LR134215.1,212585,213590,1006,0,829,1006,0.9862745098039216,0.8127450980392157
803,NZ_LR134333.1.659,1,1020,1020,NZ_LR134215.1,213591,214610,1024,8,820,1016,0.996078431372549,0.803921568627451
804,NZ_LR134333.1.660,1,1020,1020,NZ_LR134215.1,214611,215614,1022,20,830,1002,0.9823529411764705,0.8137254901960784
168,NZ_LR134333.1.67,1,752,1020,NZ_LR134215.1,3884103,3884853,755,7,619,748,0.7333333333333333,0.6068627450980392
815,NZ_LR134333.1.678,3,1019,1020,NZ_LR134215.1,219706,220691,1023,43,780,980,0.9607843137254902,0.7647058823529411
817,NZ_LR134333.1.679,1,1016,1020,NZ_LR134215.1,220693,221705,1017,5,767,1012,0.9921568627450981,0.7519607843137255
819,NZ_LR134333.1.681,1,1020,1020,NZ_LR134215.1,222539,223558,1026,12,824,1014,0.9941176470588236,0.807843137254902
820,NZ_LR134333.1.682,8,1016,1020,NZ_LR134215.1,223566,224600,1044,44,747,1000,0.9803921568627451,0.7323529411764705
821,NZ_LR134333.1.683,10,1020,1020,NZ_LR134215.1,224614,225624,1011,0,799,1011,0.9911764705882353,0.7833333333333333
822,NZ_LR134333.1.684,1,1020,1020,NZ_LR134215.1,225625,226644,1035,30,781,1005,0.9852941176470589,0.765686274509804
823,NZ_LR134333.1.685,3,1015,1020,NZ_LR134215.1,226647,227665,1033,34,754,999,0.9794117647058823,0.7392156862745098
824,NZ_LR134333.1.686,5,1020,1020,NZ_LR134215.1,227675,228625,1019,71,718,948,0.9294117647058824,0.703921568627451
825,NZ_LR134333.1.687,8,744,1020,NZ_LR134215.1,228633,229369,737,0,595,737,0.7225490196078431,0.5833333333333334
827,NZ_LR134333.1.688,1,1019,1020,NZ_LR134215.1,229734,230752,1019,0,817,1019,0.9990196078431373,0.8009803921568628
828,NZ_LR134333.1.689,1,1020,1020,NZ_LR134215.1,230754,231779,1026,6,819,1020,1.0,0.8029411764705883
829,NZ_LR134333.1.690,1,1015,1020,NZ_LR134215.1,231780,232794,1016,2,805,1014,0.9941176470588236,0.7892156862745098
830,NZ_LR134333.1.691,1,1020,1020,NZ_LR134215.1,232800,233826,1038,29,748,1009,0.9892156862745098,0.7333333333333333
832,NZ_LR134333.1.692,24,1020,1020,NZ_LR134215.1,233850,234846,1005,16,777,989,0.9696078431372549,0.7617647058823529
833,NZ_LR134333.1.693,11,994,1020,NZ_LR134215.1,234857,235883,1041,71,713,970,0.9509803921568627,0.6990196078431372
834,NZ_LR134333.1.694,40,1020,1020,NZ_LR134215.1,235946,236933,988,7,757,981,0.961764705882353,0.7421568627450981
